entry_number,body_type,highway_fuel_economy,horsepower,interior_color,listed_date,listing_color,listing_id,longitude,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
477,Sedan,38,188,Black (Ebony),04/04/20,BLACK,270161977,-73.1055,https://static.cargurus.com/images/forsale/2020/06/15/19/17/2017_lincoln_mkz_hybrid-pic-6917529321289838267-152x114.jpeg,,Lincoln,5 seats,76252,MKZ Hybrid,"188 hp @ 6,000 RPM",14782,Generation Kia,CVT,Continuously Variable Transmission,Premiere FWD,FWD,Front-Wheel Drive,2017,48
478,Pickup Truck,23,282,Medium Earth Gray,23/07/20,BLACK,277288351,-73.1055,https://static.cargurus.com/images/forsale/2020/08/15/22/44/2016_ford_f-150-pic-1641109326931271026-152x114.jpeg,,Ford,3 seats,32168,F-150,"325 hp @ 5,750 RPM",22118,Generation Kia,A,6-Speed Automatic,XL 4WD,4WD,Four-Wheel Drive,2016,55
479,SUV / Crossover,,355,Jet Black,21/08/20,WHITE,279931200,-73.2587,https://cdn.inventoryrsc.com/102809474_5f58463336526670b401549c.jpg?cargurus_image_modified_date=27DA16B5954175FC782FF9C0300C4A1C,,Chevrolet,8 seats,15185,Tahoe,"355 hp @ 5,600 RPM",49424,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2020,75
480,Pickup Truck,19,390,Dark Slate Gray,02/09/20,WHITE,281011954,-72.6545,https://static.cargurus.com/images/forsale/2020/09/04/00/16/2012_ram_1500-pic-6487401333100192279-152x114.jpeg,,RAM,6 seats,100961,1500,"390 hp @ 5,600 RPM",22993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Laramie Crew Cab 4WD,4WD,Four-Wheel Drive,2012,63
481,SUV / Crossover,30,180,Black,22/02/20,BLACK,266653287,-72.6545,https://static.cargurus.com/images/forsale/2020/04/10/19/15/2020_jeep_compass-pic-9138333477709513872-152x114.jpeg,,Jeep,5 seats,18,Compass,"180 hp @ 6,400 RPM",22556,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude 4WD,4WD,Four-Wheel Drive,2020,46
482,Convertible,29,302,Brown (Sahara Beige),27/08/20,BLACK,280428388,-73.1055,https://static.cargurus.com/images/forsale/2020/08/27/00/28/2012_mercedes-benz_slk-class-pic-5572292043374923302-152x114.jpeg,,Mercedes-Benz,2 seats,62630,SLK-Class,"302 hp @ 6,500 RPM",22952,Generation Kia,A,7-Speed Automatic,SLK 350,RWD,Rear-Wheel Drive,2012,79
483,Pickup Truck,24,305,Jet Black,26/08/20,GRAY,280378143,-73.2587,https://static.cargurus.com/images/forsale/2020/09/01/00/12/2016_chevrolet_colorado-pic-8467286570063427566-152x114.jpeg,,Chevrolet,5 seats,47485,Colorado,"181 hp @ 3,400 RPM",28605,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Z71 Crew Cab 4WD,4WD,Four-Wheel Drive,2016,27
484,SUV / Crossover,29,270,Black,05/02/20,SILVER,265042672,-72.6545,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_cherokee-pic-7421603535146039785-152x114.jpeg,,Jeep,5 seats,19,Cherokee,"271 hp @ 6,500 RPM",22998,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude Plus 4WD,4WD,Four-Wheel Drive,2020,36
485,SUV / Crossover,28,185,Black,15/07/20,UNKNOWN,276627745,-73.1055,https://static.cargurus.com/images/forsale/2020/08/01/22/40/2018_kia_sorento-pic-5500597331223832768-152x114.jpeg,,Kia,7 seats,22196,Sorento,"185 hp @ 6,000 RPM",19115,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2018,62
486,SUV / Crossover,,170,Jet Black,06/09/20,WHITE,281527437,-73.2587,https://static.cargurus.com/images/forsale/2020/09/07/23/27/2018_chevrolet_equinox-pic-1209460079209244887-152x114.jpeg,,Chevrolet,5 seats,19369,Equinox,,24435,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1.5T Premier AWD,4WD,Four-Wheel Drive,2018,78
487,Sedan,30,241,Brown (Silk Beige),04/07/20,GRAY,275804495,-73.1055,https://static.cargurus.com/images/forsale/2020/07/18/22/37/2017_mercedes-benz_e-class-pic-8792923981095196330-152x114.jpeg,,Mercedes-Benz,5 seats,41332,E-Class,"241 hp @ 5,550 RPM",26872,Generation Kia,A,9-Speed Automatic,E 300,RWD,Rear-Wheel Drive,2017,19
488,Hatchback,,,Titan Black,31/01/19,GRAY,230968549,-73.1055,,,Volkswagen,,45063,Golf,,10646,Generation Kia,A,6-Speed Automatic,,,,2013,41
489,Coupe,30,323,Black,26/08/20,BLACK,280280552,-72.6545,https://static.cargurus.com/images/forsale/2020/08/27/21/26/2014_chevrolet_camaro-pic-6937008742942091500-152x114.jpeg,,Chevrolet,4 seats,76169,Camaro,"323 hp @ 6,800 RPM",15443,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1LT Coupe RWD,RWD,Rear-Wheel Drive,2014,71
490,SUV / Crossover,,290,Black,01/09/20,BLACK,280902333,-73.8317,https://static.cargurus.com/images/forsale/2020/09/01/20/48/2017_acura_mdx-pic-5638880880774138746-152x114.jpeg,,Acura,7 seats,65474,MDX,"290 hp @ 6,200 RPM",28000,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,SH-AWD with Technology Package,AWD,All-Wheel Drive,2017,50
491,Minivan,23,197,Medium Slate Gray/Light Shale,06/09/20,RED,281527436,-73.2587,https://static.cargurus.com/images/forsale/2020/09/07/23/27/2008_chrysler_town___country-pic-8667328164854380640-152x114.jpeg,,Chrysler,7 seats,76227,Town & Country,"197 hp @ 5,200 RPM",7144,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Touring FWD,FWD,Front-Wheel Drive,2008,34
492,Convertible,35,164,Rosso/Nero (Red/Black),06/09/20,WHITE,281509938,-73.1055,,,FIAT,2 seats,18608,124 Spider,"164 hp @ 5,500 RPM",21116,Generation Kia,M,6-Speed Manual,Elaborazione Abarth,RWD,Rear-Wheel Drive,2018,22
493,Pickup Truck,18,390,Dark slate gray,29/08/20,SILVER,280736451,-72.6545,https://static.cargurus.com/images/forsale/2020/09/02/05/39/2010_dodge_ram_1500-pic-6158821516543961182-152x114.jpeg,,Dodge,5 seats,67071,RAM 1500,"390 hp @ 5,600 RPM",18993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Sport Crew Cab 4WD,4WD,Four-Wheel Drive,2010,21
494,Wagon,30,130,Black,20/08/20,GRAY,279824112,-73.1055,https://static.cargurus.com/images/forsale/2020/08/26/23/58/2018_kia_soul-pic-4358423216128288338-152x114.jpeg,,Kia,5 seats,25086,Soul,"130 hp @ 6,300 RPM",14158,Generation Kia,A,6-Speed Automatic,Base,FWD,Front-Wheel Drive,2018,30
495,SUV / Crossover,33,147,Black,06/09/20,WHITE,281498485,-73.1055,https://static.cargurus.com/images/forsale/2020/09/05/23/16/2020_kia_soul-pic-4926553282317259550-152x114.jpeg,,Kia,5 seats,3609,Soul,"147 hp @ 6,200 RPM",16595,Generation Kia,A,Automatic,LX FWD,FWD,Front-Wheel Drive,2020,68
496,Coupe,28,335,Jet Black,08/09/20,BLACK,281581435,-73.2587,https://cdn.inventoryrsc.com/104673087_5f57fefd4f23e50413596328.jpg?cargurus_image_modified_date=275F3DC46174C02BBC335AA0CAA26664,,Chevrolet,4 seats,16281,Camaro,"335 hp @ 6,800 RPM",26972,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,2LT Coupe RWD,RWD,Rear-Wheel Drive,2017,58
497,Pickup Truck,23,365,Brunello,13/06/20,BLACK,273935639,-73.1055,https://static.cargurus.com/images/forsale/2020/07/31/22/53/2015_ford_f-150-pic-5469617754281596504-152x114.jpeg,,Ford,5 seats,66211,F-150,,35965,Generation Kia,A,6-Speed Automatic,King Ranch SuperCrew 4WD,4WD,Four-Wheel Drive,2015,54
498,Sedan,33,248,Black,20/08/20,BLACK,279826478,-73.8317,https://static.cargurus.com/images/forsale/2020/08/25/23/47/2018_bmw_5_series-pic-4619159469273328386-152x114.jpeg,,BMW,5 seats,40400,5 Series,"248 hp @ 5,200 RPM",33500,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,530i xDrive Sedan AWD,AWD,All-Wheel Drive,2018,34
499,SUV / Crossover,35,155,Black,17/07/20,GRAY,276779059,-72.6545,https://static.cargurus.com/images/forsale/2020/08/27/01/10/2013_mazda_cx-5-pic-6083322766735883523-152x114.jpeg,,Mazda,5 seats,106911,CX-5,"155 hp @ 6,000 RPM",7703,Gengras Chrysler Dodge Jeep Ram,M,Manual,Sport,FWD,Front-Wheel Drive,2013,76
500,SUV / Crossover,28,240,Oyster,24/06/20,SILVER,274856267,-73.1055,https://static.cargurus.com/images/forsale/2020/07/09/23/23/2015_bmw_x3-pic-1895469566439129505-152x114.jpeg,,BMW,5 seats,69756,X3,"240 hp @ 5,000 RPM",17468,Generation Kia,A,8-Speed Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2015,26
501,Sedan,,,Black,19/06/20,WHITE,274437586,-73.8317,https://static.cargurus.com/images/forsale/2020/07/02/23/00/2016_lexus_gs_350-pic-4900065067910818236-152x114.jpeg,,Lexus,,31160,GS 350,,30000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,,,,2016,47
502,Sedan,,,Black,24/10/19,GRAY,255998314,-73.1055,https://static.cargurus.com/images/forsale/2020/08/28/00/04/2014_mercedes-benz_e-class-pic-2743434979258719586-152x114.jpeg,,Mercedes-Benz,,38885,E-Class,,21561,Generation Kia,A,7-Speed Automatic,,,,2014,80
503,Sedan,35,182,Black (Charcoal),03/09/20,BLACK,281223810,-73.2587,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2019_nissan_altima-pic-5903475664095833898-152x114.jpeg,,Nissan,5 seats,18462,Altima,"182 hp @ 6,000 RPM",24439,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,2.5 Platinum AWD,AWD,All-Wheel Drive,2019,73
504,Sedan,18,556,Black (Ebony),03/09/20,BLACK,281223801,-73.2587,https://cdn.inventoryrsc.com/104319822_5f53681325926160073c28dd.jpg?cargurus_image_modified_date=7AC9008FF855F975C8D55AC834AE950C,,Cadillac,5 seats,25813,CTS-V,"556 hp @ 6,100 RPM",45949,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,RWD,RWD,Rear-Wheel Drive,2013,74
505,Sedan,36,160,Jet Black,03/09/20,GRAY,281223809,-73.2587,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2017_chevrolet_malibu-pic-7516503488606995094-152x114.jpeg,,Chevrolet,5 seats,6836,Malibu,"160 hp @ 5,700 RPM",16449,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LS FWD,FWD,Front-Wheel Drive,2017,70
506,Wagon,30,130,Black,23/08/20,GRAY,280152147,-73.1055,,,Kia,5 seats,22795,Soul,"130 hp @ 6,300 RPM",13332,Generation Kia,A,6-Speed Automatic,Base,FWD,Front-Wheel Drive,2017,23
507,Sedan,32,185,Black,26/08/20,GRAY,280356282,-73.1055,https://static.cargurus.com/images/forsale/2020/08/27/00/15/2018_kia_optima-pic-530613200689004965-152x114.jpeg,,Kia,5 seats,32662,Optima,"185 hp @ 6,000 RPM",16768,Generation Kia,A,6-Speed Automatic,S,FWD,Front-Wheel Drive,2018,69
508,Minivan,25,283,Black/Light Graystone,03/09/20,GRAY,281137902,-72.6545,https://static.cargurus.com/images/forsale/2015/09/10/06/25/2016_dodge_grand_caravan-pic-8731525606462570902-152x114.jpeg,,Dodge,7 seats,86247,Grand Caravan,"283 hp @ 6,400 RPM",12663,Gengras Chrysler Dodge Jeep Ram,A,Automatic,SXT FWD,FWD,Front-Wheel Drive,2016,73
509,SUV / Crossover,29,180,Black,31/12/19,BLACK,261993671,-72.6545,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_cherokee-pic-7812890018258583765-152x114.jpeg,,Jeep,5 seats,15,Cherokee,"271 hp @ 6,500 RPM",23727,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude 4WD,4WD,Four-Wheel Drive,2020,43
510,SUV / Crossover,29,270,Black,14/07/20,WHITE,276533236,-72.6545,https://static.cargurus.com/images/forsale/2020/08/28/22/04/2020_jeep_cherokee-pic-3833231194993613042-152x114.jpeg,,Jeep,5 seats,16,Cherokee,"271 hp @ 6,500 RPM",23707,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude Plus 4WD,4WD,Four-Wheel Drive,2020,48
511,SUV / Crossover,25,260,Black (Charcoal),02/09/20,UNKNOWN,280966206,-72.6545,https://static.cargurus.com/images/forsale/2020/09/02/21/42/2013_nissan_pathfinder-pic-7191346130555616161-152x114.jpeg,,Nissan,7 seats,103582,Pathfinder,"260 hp @ 6,000 RPM",12733,Gengras Chrysler Dodge Jeep Ram,CVT,Continuously Variable Transmission,Platinum 4WD,4WD,Four-Wheel Drive,2013,62
512,SUV / Crossover,25,185,Black,24/06/20,GRAY,274856274,-73.1055,https://static.cargurus.com/images/forsale/2020/07/11/22/34/2017_kia_sorento-pic-2115176782011607038-152x114.jpeg,,Kia,7 seats,31055,Sorento,"185 hp @ 6,000 RPM",17139,Generation Kia,A,6-Speed Automatic,LX AWD,AWD,All-Wheel Drive,2017,79
513,Coupe,33,248,Red,01/07/20,BLACK,275511022,-73.8317,https://static.cargurus.com/images/forsale/2020/08/25/00/02/2017_bmw_4_series-pic-7320830530966707199-152x114.jpeg,,BMW,4 seats,57498,4 Series,"248 hp @ 5,200 RPM",23300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,430i xDrive Coupe AWD,AWD,All-Wheel Drive,2017,57
514,SUV / Crossover,,170,jet black,07/07/20,SILVER,275957540,-73.1055,,,Chevrolet,5 seats,41092,Equinox,,18403,Generation Kia,A,6-Speed Automatic Overdrive,1.5T LT AWD,4WD,Four-Wheel Drive,2018,53
515,Pickup Truck,22,355,Jet Black,15/07/20,BLUE,276608469,-73.2587,https://static.cargurus.com/images/forsale/2020/08/25/12/12/2017_chevrolet_silverado_1500-pic-6440507954950902655-152x114.jpeg,,Chevrolet,6 seats,36399,Silverado 1500,"355 hp @ 5,600 RPM",32739,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2017,61
516,Pickup Truck,21,395,Diesel Gray/Black,26/08/20,SILVER,280319237,-72.6545,https://static.cargurus.com/images/forsale/2020/08/31/21/09/2014_ram_1500-pic-6515163422216914699-152x114.jpeg,,RAM,6 seats,112743,1500,"395 hp @ 5,600 RPM",18883,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Big Horn Quad Cab 4WD,4WD,Four-Wheel Drive,2014,56
517,Minivan,28,287,Black/Alloy/Black,24/06/20,RED,274895858,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/14/42/2019_chrysler_pacifica-pic-8644022311464450495-152x114.jpeg,,Chrysler,8 seats,49167,Pacifica,"287 hp @ 6,400 RPM",19724,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Touring L FWD,FWD,Front-Wheel Drive,2019,60
518,SUV / Crossover,28,185,Black,28/06/20,SILVER,275275971,-73.1055,https://static.cargurus.com/images/forsale/2020/07/31/22/53/2017_kia_sorento-pic-3357735785619951359-152x114.jpeg,,Kia,7 seats,31055,Sorento,"185 hp @ 6,000 RPM",17433,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2017,53
519,SUV / Crossover,22,281,Black (Ebony),30/08/20,WHITE,280845135,-73.2587,https://static.cargurus.com/images/forsale/2020/09/01/00/12/2017_chevrolet_traverse-pic-2072377945318157196-152x114.jpeg,,Chevrolet,8 seats,16383,Traverse,"281 hp @ 6,300 RPM",24972,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT FWD,FWD,Front-Wheel Drive,2017,48
520,SUV / Crossover,23,340,Black,19/07/20,WHITE,277037323,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2017_jaguar_f-pace-pic-3007169522756833223-152x114.jpeg,,Jaguar,5 seats,53859,F-PACE,"340 hp @ 6,500 RPM",31000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,35t AWD,AWD,All-Wheel Drive,2017,69
521,SUV / Crossover,23,265,Charcoal Black,20/08/20,BLACK,279752727,-72.6545,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2010_ford_edge-pic-8452787411937977441-152x114.jpeg,,Ford,5 seats,123346,Edge,"265 hp @ 6,250 RPM",7993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,SEL AWD,AWD,All-Wheel Drive,2010,40
522,SUV / Crossover,,181,Black,20/08/20,BLACK,279824119,-73.1055,,,Kia,5 seats,30655,Sportage,"181 hp @ 6,000 RPM",17560,Generation Kia,A,6-Speed Automatic Overdrive,LX AWD,AWD,All-Wheel Drive,2018,25
523,SUV / Crossover,23,290,Black,26/07/20,BLACK,277649574,-73.1055,https://d28oohqmlmgnr6.cloudfront.net/0a/ac/09/c5-953c-421b-aab7-486f3e5df84b/image-1.jpg,,Kia,7 seats,32275,Sorento,"290 hp @ 6,400 RPM",23525,Generation Kia,A,6-Speed Automatic,EX V6 AWD,AWD,All-Wheel Drive,2018,56
524,SUV / Crossover,26,185,Gray,17/07/20,WHITE,276845160,-73.1055,https://static.cargurus.com/images/forsale/2020/07/25/22/36/2018_hyundai_santa_fe_sport-pic-1312590768498015551-152x114.jpeg,,Hyundai,5 seats,58643,Santa Fe Sport,"185 hp @ 6,000 RPM",15503,Generation Kia,A,6-Speed Automatic,2.4L AWD,AWD,All-Wheel Drive,2018,58
525,SUV / Crossover,,355,Jet Black,29/08/20,WHITE,280764814,-73.2587,https://cdn.inventoryrsc.com/103882657_5f58463936526670b40154fd.jpg?cargurus_image_modified_date=27DA16B5954175FC782FF9C0300C4A1C,,Chevrolet,8 seats,26880,Tahoe,"355 hp @ 5,600 RPM",40849,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT RWD,4X2,4X2,2017,59
526,SUV / Crossover,26,295,Black,02/09/20,WHITE,281011952,-72.6545,https://static.cargurus.com/images/forsale/2020/09/04/21/34/2017_lexus_rx_350-pic-1462631256226934153-152x114.jpeg,,Lexus,5 seats,41754,RX 350,"295 hp @ 6,300 RPM",36993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,F Sport AWD,AWD,All-Wheel Drive,2017,52
527,Pickup Truck,24,308,Jet Black,18/07/20,GRAY,276992517,-73.2587,https://static.cargurus.com/images/forsale/2020/08/02/00/23/2017_chevrolet_colorado-pic-1483586326580738001-152x114.jpeg,,Chevrolet,5 seats,36199,Colorado,"181 hp @ 3,400 RPM",29123,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,LT Crew Cab 4WD,4WD,Four-Wheel Drive,2017,63
528,SUV / Crossover,40,139,light gray black,22/07/20,UNKNOWN,277227408,-73.1055,https://static.cargurus.com/images/forsale/2020/08/07/22/59/2017_kia_niro-pic-6707207086159417447-152x114.jpeg,,Kia,5 seats,42498,Niro,,19805,Generation Kia,Dual Clutch,6-Speed Dual Clutch,Touring,FWD,Front-Wheel Drive,2017,28
529,Sedan,41,203,Black,19/08/20,WHITE,279707652,-73.1055,https://static.cargurus.com/images/forsale/2020/08/22/22/32/2018_toyota_camry-pic-2576013848983884981-152x114.jpeg,,Toyota,5 seats,30229,Camry,,19183,Generation Kia,A,8-Speed Automatic,L,FWD,Front-Wheel Drive,2018,74
530,Convertible,26,325,graphite,28/08/20,BLACK,280555630,-73.1055,,,INFINITI,4 seats,28706,Q60,"325 hp @ 7,000 RPM",24542,Generation Kia,A,7-Speed Automatic,Convertible RWD,RWD,Rear-Wheel Drive,2014,79
531,Pickup Truck,,445,Jet Black,28/06/20,BLACK,275235920,-73.2587,https://static.cargurus.com/images/forsale/2020/08/16/03/21/2019_gmc_sierra_3500hd-pic-101585112904987327-152x114.jpeg,,GMC,5 seats,50249,Sierra 3500HD,,59924,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Denali Crew Cab 4WD,4WD,Four-Wheel Drive,2019,48
532,Sedan,36,182,Light Gray,16/06/20,WHITE,274198822,-73.2587,https://static.cargurus.com/images/forsale/2020/06/19/03/13/2019_nissan_altima-pic-8533860922071164751-152x114.jpeg,,Nissan,5 seats,9659,Altima,"182 hp @ 6,000 RPM",23544,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,2.5 SL AWD,AWD,All-Wheel Drive,2019,54
533,SUV / Crossover,34,148,White (Ivory),06/09/20,WHITE,281527435,-73.2587,https://static.cargurus.com/images/forsale/2020/09/07/23/27/2015_subaru_xv_crosstrek-pic-8629650090499624245-152x114.jpeg,,Subaru,5 seats,49396,XV Crosstrek,,16923,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,Limited AWD,AWD,All-Wheel Drive,2015,23
534,SUV / Crossover,29,270,Black,31/07/20,GRAY,278038576,-72.6545,https://static.cargurus.com/images/forsale/2020/09/01/21/19/2020_jeep_cherokee-pic-2113564386222763484-152x114.jpeg,,Jeep,5 seats,16,Cherokee,"271 hp @ 6,500 RPM",23925,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude Plus 4WD,4WD,Four-Wheel Drive,2020,44
535,Sedan,33,210,2-Tone Black/Ceramique,10/08/20,WHITE,278900357,-72.6545,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2016_volkswagen_jetta-pic-2936015500225366426-152x114.jpeg,,Volkswagen,5 seats,62962,Jetta,"210 hp @ 5,300 RPM",15553,Gengras Chrysler Dodge Jeep Ram,A,Automatic,2.0T GLI SEL FWD,FWD,Front-Wheel Drive,2016,34
536,Hatchback,34,210,Titan Black,08/07/20,BLUE,275983091,-73.1055,https://static.cargurus.com/images/forsale/2020/08/05/22/54/2016_volkswagen_gti-pic-9093496534907670900-152x114.jpeg,,Volkswagen,5 seats,76697,GTI,"210 hp @ 4,500 RPM",14928,Generation Kia,M,6-Speed Manual,2.0T S 2-Door FWD,FWD,Front-Wheel Drive,2016,56
537,SUV / Crossover,,420,Jet Black,21/08/20,WHITE,279931201,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/07/27/2019_gmc_yukon_xl-pic-8589515235471506157-152x114.jpeg,,GMC,8 seats,23125,Yukon XL,"420 hp @ 5,600 RPM",46359,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,SLT 4WD,4WD,Four-Wheel Drive,2019,26
538,SUV / Crossover,29,270,Black,14/02/20,BLACK,265870666,-72.6545,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_cherokee-pic-7801242411291935301-152x114.jpeg,,Jeep,5 seats,14,Cherokee,"271 hp @ 6,500 RPM",23876,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude Plus 4WD,4WD,Four-Wheel Drive,2020,32
539,Sedan,40,147,Black,19/07/20,WHITE,277015911,-73.1055,https://static.cargurus.com/images/forsale/2020/07/31/04/25/2020_kia_forte-pic-4569869075063162981-152x114.jpeg,,Kia,5 seats,3688,Forte,"147 hp @ 6,200 RPM",17825,Generation Kia,A,Automatic,LXS FWD,FWD,Front-Wheel Drive,2020,74
540,SUV / Crossover,25,241,Black,18/08/20,BLACK,279565008,-73.8317,https://static.cargurus.com/images/forsale/2020/08/20/03/36/2018_jeep_grand_cherokee-pic-7520168757395243024-152x114.jpeg,,Jeep,5 seats,30814,Grand Cherokee,"360 hp @ 5,150 RPM",40000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,High Altitude 4WD,4WD,Four-Wheel Drive,2018,47
541,SUV / Crossover,25,310,Jet Black,01/09/20,SILVER,280958983,-73.2587,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2018_chevrolet_traverse-pic-1888128853968467486-152x114.jpeg,,Chevrolet,8 seats,43081,Traverse,"310 hp @ 6,800 RPM",28292,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,LT Cloth AWD,4WD,Four-Wheel Drive,2018,64
542,Sedan,31,245,Black (Ebony),08/08/20,GRAY,278794915,-73.1055,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2017_ford_fusion-pic-8723813358382544268-152x114.jpeg,,Ford,5 seats,64711,Fusion,,15405,Generation Kia,A,6-Speed Automatic,Titanium,FWD,Front-Wheel Drive,2017,79
543,Hatchback,53,121,Moonstone,15/08/20,BROWN,279420883,-73.1055,,,Toyota,4 seats,39340,Prius Prime,,20805,Generation Kia,CVT,Continuously Variable Transmission,Plus,FWD,Front-Wheel Drive,2018,45
544,Coupe,30,305,Black,02/09/20,WHITE,280966205,-72.6545,https://static.cargurus.com/images/forsale/2020/09/04/00/16/2016_dodge_challenger-pic-7308097757346895018-152x114.jpeg,,Dodge,5 seats,48609,Challenger,"305 hp @ 6,350 RPM",20993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,SXT RWD,RWD,Rear-Wheel Drive,2016,69
545,Sedan,31,245,Black,25/07/20,SILVER,277558487,-73.1055,https://static.cargurus.com/images/forsale/2020/07/31/22/53/2017_kia_optima-pic-7140098752974873203-152x114.jpeg,,Kia,5 seats,17098,Optima,"245 hp @ 6,000 RPM",22911,Generation Kia,A,6-Speed Automatic,SX Turbo,FWD,Front-Wheel Drive,2017,74
546,SUV / Crossover,,355,Jet Black,21/08/20,SILVER,279931202,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/07/27/2019_chevrolet_tahoe-pic-1888591685690034951-152x114.jpeg,,Chevrolet,8 seats,42108,Tahoe,"355 hp @ 5,600 RPM",41439,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2019,23
547,SUV / Crossover,24,241,Black,18/08/20,BLACK,279608038,-72.6545,https://static.cargurus.com/images/forsale/2020/09/01/05/05/2015_jeep_grand_cherokee-pic-2676069459053610767-152x114.jpeg,,Jeep,5 seats,143745,Grand Cherokee,"360 hp @ 5,150 RPM",14443,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2015,26
548,Pickup Truck,22,355,Dark Ash with Jet Black Interior Accents,31/08/20,BLACK,280848914,-72.6545,https://static.cargurus.com/images/forsale/2020/09/02/21/18/2017_chevrolet_silverado_1500-pic-4748156250764937345-152x114.jpeg,,Chevrolet,6 seats,17617,Silverado 1500,"355 hp @ 5,600 RPM",32773,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Custom Double Cab 4WD,4WD,Four-Wheel Drive,2017,52
549,SUV / Crossover,,355,Jet Black,21/08/20,BLUE,279931199,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2020_chevrolet_tahoe-pic-7423535057729483207-152x114.jpeg,,Chevrolet,8 seats,15929,Tahoe,"355 hp @ 5,600 RPM",49422,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2020,74
550,Sedan,25,370,Black,30/08/20,UNKNOWN,280791534,-73.1055,,,Dodge,5 seats,13532,Charger,"370 hp @ 5,250 RPM",34511,Generation Kia,A,8-Speed Automatic,R/T RWD,RWD,Rear-Wheel Drive,2017,33
551,Sedan,33,170,Black,28/08/20,WHITE,280574034,-72.6545,https://static.cargurus.com/images/forsale/2020/09/01/05/05/2016_audi_a3-pic-3364773764313706678-152x114.jpeg,,Audi,5 seats,30378,A3,"170 hp @ 4,500 RPM",18993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1.8T Premium Sedan FWD,FWD,Front-Wheel Drive,2016,69
